,Area of Responsibility,Year,Drug Type,Count of Event,Sum Qty (kg),Sum Qty (lbs),FY,Month (abbv),Component,Region,Land Filter,Month,Date
15611,ATLANTA FIELD OFFICE,2021,Marijuana,37,1.8211221642434527,4.0148823457344,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15612,ATLANTA FIELD OFFICE,2021,Methamphetamine,1,0.0003100003684081611,0.0006834330122,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15613,ATLANTA FIELD OFFICE,2021,Other Drugs**,6,1.000601189126471,2.205945393572,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15614,BALTIMORE FIELD OFFICE,2021,Cocaine,1,0.2100002495668188,0.4629707502,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15615,BALTIMORE FIELD OFFICE,2021,Ecstasy,11,1.3456015991291017,2.966540197472,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15616,BALTIMORE FIELD OFFICE,2021,Heroin,2,0.0039000046348123493,0.008598028218,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15617,BALTIMORE FIELD OFFICE,2021,Ketamine,6,6.5347077659251935,14.406547434913998,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15618,BALTIMORE FIELD OFFICE,2021,Khat (Catha Edulis),1,7.950009447886711,17.526749829,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15619,BALTIMORE FIELD OFFICE,2021,Lsd,2,0.010600012597182282,0.023368999772,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15620,BALTIMORE FIELD OFFICE,2021,Marijuana,20,6.291407476784208,13.870162751468,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15621,BALTIMORE FIELD OFFICE,2021,Methamphetamine,1,0.012900015330533154,0.028439631798,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15622,BALTIMORE FIELD OFFICE,2021,Other Drugs**,103,34.89154146552694,76.92259014573,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15623,CHICAGO FIELD OFFICE,2021,Cocaine,41,83.3279790279711,183.7065291246456,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15624,CHICAGO FIELD OFFICE,2021,Ecstasy,44,12.795135205892354,28.2084109776144,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15625,CHICAGO FIELD OFFICE,2021,Fentanyl,13,4.884505804805364,10.76847918739,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15626,CHICAGO FIELD OFFICE,2021,Heroin,5,0.027660032871515274,0.0609798616692,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15627,CHICAGO FIELD OFFICE,2021,Ketamine,28,98.34675687646705,216.8172271449968,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15628,CHICAGO FIELD OFFICE,2021,Khat (Catha Edulis),89,1257.1514940139346,2771.541326733,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15629,CHICAGO FIELD OFFICE,2021,Lsd,4,0.0038500045753916776,0.008487797087,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15630,CHICAGO FIELD OFFICE,2021,Marijuana,142,298.6982549765938,658.5161468864981,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15631,CHICAGO FIELD OFFICE,2021,Methamphetamine,9,47.139646021321504,103.9250064115258,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15632,CHICAGO FIELD OFFICE,2021,Other Drugs**,901,828.4826145786895,1826.4893417524704,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15633,HOUSTON FIELD OFFICE,2021,Ecstasy,3,1.4887017691910627,3.2820216943940004,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15634,HOUSTON FIELD OFFICE,2021,Ketamine,1,0.28390033739057075,0.625892361818,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15635,HOUSTON FIELD OFFICE,2021,Khat (Catha Edulis),3,145.6601731042992,321.12533082920004,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15636,HOUSTON FIELD OFFICE,2021,Marijuana,54,130.08505459464126,286.788113060438,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15637,HOUSTON FIELD OFFICE,2021,Methamphetamine,1,0.01980002353058577,0.043651527876,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15638,HOUSTON FIELD OFFICE,2021,Other Drugs**,17,8.164989703371829,18.0006995998476,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15639,LOS ANGELES FIELD OFFICE,2021,Cocaine,2,0.07340008722954519,0.1618193003079999,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15640,LOS ANGELES FIELD OFFICE,2021,Fentanyl,1,1.0300012240658256,2.2707612986,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15641,LOS ANGELES FIELD OFFICE,2021,Ketamine,2,1.0972013039272075,2.418911938664,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15642,LOS ANGELES FIELD OFFICE,2021,Lsd,3,0.0032700038861118927,0.0072091159674,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15643,LOS ANGELES FIELD OFFICE,2021,Marijuana,21,32.685238843530406,72.058531259224,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15644,LOS ANGELES FIELD OFFICE,2021,Methamphetamine,7,9.625571439144705,21.2207273061672,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15645,LOS ANGELES FIELD OFFICE,2021,Other Drugs**,92,458.00114429406074,1009.718482733572,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15646,MIAMI FIELD OFFICE,2021,Cocaine,44,22.099026262748232,48.71995527938,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15647,MIAMI FIELD OFFICE,2021,Ecstasy,5,0.18830022377824754,0.415130439346,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15648,MIAMI FIELD OFFICE,2021,Ketamine,12,28.435033792535677,62.6884441997,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15649,MIAMI FIELD OFFICE,2021,Lsd,14,0.008130009661801127,0.0179235819006,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15650,MIAMI FIELD OFFICE,2021,Marijuana,47,41.651689499368054,91.8261477040968,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15651,MIAMI FIELD OFFICE,2021,Methamphetamine,4,2.441122901059775,5.3817483701344,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15652,MIAMI FIELD OFFICE,2021,Other Drugs**,680,282.26752545011743,622.2926319578378,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15653,NEW ORLEANS FIELD OFFICE,2021,Cocaine,26,14.532417270499225,32.038457762888,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15654,NEW ORLEANS FIELD OFFICE,2021,Ecstasy,4,17.691821025172594,39.003742468516,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15655,NEW ORLEANS FIELD OFFICE,2021,Heroin,4,3.922204661195127,8.646970840164,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15656,NEW ORLEANS FIELD OFFICE,2021,Ketamine,26,55.037865407660284,121.337578835036,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15657,NEW ORLEANS FIELD OFFICE,2021,Khat (Catha Edulis),5,419.6004986582722,925.059651352,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15658,NEW ORLEANS FIELD OFFICE,2021,Marijuana,12,6.970408283716923,15.367101510448,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15659,NEW ORLEANS FIELD OFFICE,2021,Methamphetamine,14,115.80513762421643,255.3063225091,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15660,NEW ORLEANS FIELD OFFICE,2021,Other Drugs**,85,160.45419068568734,353.74051786948,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15661,NEW YORK FIELD OFFICE,2021,Cocaine,48,34.82454138590324,76.77488043019,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15662,NEW YORK FIELD OFFICE,2021,Ecstasy,380,6.939418246887991,15.2987802554542,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15663,NEW YORK FIELD OFFICE,2021,Fentanyl,1,0.011000013072547651,0.02425084882,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15664,NEW YORK FIELD OFFICE,2021,Heroin,94,0.5118706083131788,1.1284801804994,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15665,NEW YORK FIELD OFFICE,2021,Ketamine,87,69.77408292035815,153.82533868788,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15666,NEW YORK FIELD OFFICE,2021,Khat (Catha Edulis),5,6150.307309099074,13559.090499786,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15667,NEW YORK FIELD OFFICE,2021,Lsd,286,0.3820004539739275,0.84216584084,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15668,NEW YORK FIELD OFFICE,2021,Marijuana,42,23.41503782671218,51.6212606935262,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15669,NEW YORK FIELD OFFICE,2021,Methamphetamine,133,1.3570016126770146,2.99167289534,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15670,NEW YORK FIELD OFFICE,2021,Other Drugs**,1358,441.28188442469144,972.8588680403632,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15671,PRECLEARANCE FIELD OFFICE,2021,Cocaine,1,1.23000146174851,2.7116858226,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15672,PRECLEARANCE FIELD OFFICE,2021,Marijuana,22,0.7925009418176375,1.74716342635,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15673,PRECLEARANCE FIELD OFFICE,2021,Other Drugs**,10,0.25309030077555317,0.5579679388958,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15674,SAN FRANCISCO FIELD OFFICE,2021,Cocaine,5,8.50271010472281,18.745244751074,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15675,SAN FRANCISCO FIELD OFFICE,2021,Ecstasy,20,1.233201465551433,2.718740614984,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15676,SAN FRANCISCO FIELD OFFICE,2021,Ketamine,2,0.21820025931180886,0.481048655684,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15677,SAN FRANCISCO FIELD OFFICE,2021,Khat (Catha Edulis),3,490.65338309837347,1081.704261446336,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15678,SAN FRANCISCO FIELD OFFICE,2021,Marijuana,55,57.48976832153116,126.743093037014,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15679,SAN FRANCISCO FIELD OFFICE,2021,Methamphetamine,13,30.488136232467276,67.214754900822,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15680,SAN FRANCISCO FIELD OFFICE,2021,Other Drugs**,129,153.73165269654245,338.9198761678514,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15681,SAN JUAN FIELD OFFICE,2021,Cocaine,16,23.823128311691814,52.520945138522,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15682,SAN JUAN FIELD OFFICE,2021,Ecstasy,2,0.008000009507307383,0.01763698096,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15683,SAN JUAN FIELD OFFICE,2021,Fentanyl,2,0.0473000562119549,0.104278649926,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15684,SAN JUAN FIELD OFFICE,2021,Marijuana,83,58.265289243169526,128.4528219712764,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15685,SAN JUAN FIELD OFFICE,2021,Methamphetamine,1,0.020300024124792482,0.044753839186,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15686,SAN JUAN FIELD OFFICE,2021,Other Drugs**,12,7.044808372134881,15.531125433376,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15687,TAMPA FIELD OFFICE,2021,Cocaine,1,1.0600012597182282,2.3368999772,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15688,TAMPA FIELD OFFICE,2021,Ketamine,1,1.320001568705718,2.9101018584,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15689,TAMPA FIELD OFFICE,2021,Marijuana,10,0.4614005483339533,1.017212876868,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15690,TAMPA FIELD OFFICE,2021,Other Drugs**,15,1.7952021334397765,3.957738527424,2021.0,MAY,Office of Field Operations,Coastal/Interior,Other,5.0,2021-05
15691,BOSTON FIELD OFFICE,2021,Marijuana,16,1.7465220755878113,3.8504174982824,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15692,BOSTON FIELD OFFICE,2021,Other Drugs**,1,0.015000017826201343,0.0330693393,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15693,BUFFALO FIELD OFFICE,2021,Cocaine,2,0.013330015841550925,0.0293876195246,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15694,BUFFALO FIELD OFFICE,2021,Fentanyl,1,0.0009400011171086174,0.0020723452628,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15695,BUFFALO FIELD OFFICE,2021,Marijuana,35,2258.986704606931,4980.207268710532,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15696,BUFFALO FIELD OFFICE,2021,Methamphetamine,5,0.11980014237192804,0.264113789876,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15697,BUFFALO FIELD OFFICE,2021,Other Drugs**,11,1.0134012043381626,2.234164563108,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15698,DETROIT FIELD OFFICE,2021,Cocaine,4,0.025200029948018208,0.0555564900239999,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15699,DETROIT FIELD OFFICE,2021,Ecstasy,2,0.06619007866108441,0.1459239712177999,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15700,DETROIT FIELD OFFICE,2021,Fentanyl,1,0.007720009174551624,0.0170196866264,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15701,DETROIT FIELD OFFICE,2021,Heroin,2,0.01185001408269906,0.026124778047,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15702,DETROIT FIELD OFFICE,2021,Marijuana,44,2.4339728925626187,5.3659853184014,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15703,DETROIT FIELD OFFICE,2021,Methamphetamine,1,0.0033000039217642952,0.007275254646,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15704,DETROIT FIELD OFFICE,2021,Other Drugs**,15,1.558011851559997,3.4348240881862004,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15705,PORTLAND FIELD OFFICE,2021,Marijuana,1,0.026950032027741745,0.059414579609,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15706,PORTLAND FIELD OFFICE,2021,Methamphetamine,1,0.0003100003684081611,0.0006834330122,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15707,SEATTLE FIELD OFFICE,2021,Marijuana,33,3108.9729647408117,6854.103977526887,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15708,SEATTLE FIELD OFFICE,2021,Methamphetamine,3,0.04620005490470014,0.101853565044,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15709,SEATTLE FIELD OFFICE,2021,Other Drugs**,8,0.08506010108644574,0.1875252000572,2021.0,MAY,Office of Field Operations,Northern Border,Land Only,5.0,2021-05
15710,BOSTON FIELD OFFICE,2021,Cocaine,1,0.08363009938701454,0.1843725897106,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15711,BOSTON FIELD OFFICE,2021,Ketamine,1,0.5080006037140188,1.11994829096,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15712,BOSTON FIELD OFFICE,2021,Marijuana,4,2.1860025978717426,4.81930504732,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15713,BOSTON FIELD OFFICE,2021,Other Drugs**,4,2.6551031553564792,5.853493518362001,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15714,BUFFALO FIELD OFFICE,2021,Marijuana,7,17.075520292753403,37.64503354781,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15715,BUFFALO FIELD OFFICE,2021,Other Drugs**,4,3.8963046304152193,8.589871114306,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15716,DETROIT FIELD OFFICE,2021,Cocaine,2,0.08336009906614293,0.1837773416032,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15717,DETROIT FIELD OFFICE,2021,Ecstasy,1,0.0016000019014614764,0.003527396192,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15718,DETROIT FIELD OFFICE,2021,Marijuana,7,0.9042010745634169,1.993419773004,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15719,DETROIT FIELD OFFICE,2021,Other Drugs**,21,2.2057726213666755,4.8628904365174,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15720,PORTLAND FIELD OFFICE,2021,Marijuana,1,0.4541005396585353,1.001119131742,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15721,PORTLAND FIELD OFFICE,2021,Methamphetamine,1,0.00790000938846604,0.017416518698,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15722,PORTLAND FIELD OFFICE,2021,Other Drugs**,7,197.31223448822928,434.99849839744,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15723,SEATTLE FIELD OFFICE,2021,Khat (Catha Edulis),1,404.3504805349675,891.439156397,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15724,SEATTLE FIELD OFFICE,2021,Lsd,1,0.23733028204615764,0.5232230864046,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15725,SEATTLE FIELD OFFICE,2021,Marijuana,39,3440.9921293163743,7586.080068133465,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15726,SEATTLE FIELD OFFICE,2021,Other Drugs**,59,5.548906594387241,12.233230456118,2021.0,MAY,Office of Field Operations,Northern Border,Other,5.0,2021-05
15727,EL PASO FIELD OFFICE,2021,Cocaine,12,100.36678927709784,221.2706309760754,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15728,EL PASO FIELD OFFICE,2021,Fentanyl,2,1.255101491577687,2.767021850362,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15729,EL PASO FIELD OFFICE,2021,Heroin,2,4.560005419165208,10.0530791472,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15730,EL PASO FIELD OFFICE,2021,Marijuana,43,216.25044699462848,476.7500604532978,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15731,EL PASO FIELD OFFICE,2021,Methamphetamine,17,192.65757895658072,424.736751719257,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15732,EL PASO FIELD OFFICE,2021,Other Drugs**,51,10.979953048708078,24.2066240902428,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15733,LAREDO FIELD OFFICE,2021,Cocaine,25,294.24763968742906,648.7042314076998,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15734,LAREDO FIELD OFFICE,2021,Fentanyl,3,4.281615088322795,9.4393342560182,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15735,LAREDO FIELD OFFICE,2021,Heroin,11,116.69817868551716,257.2751386936648,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15736,LAREDO FIELD OFFICE,2021,Ketamine,2,0.4615205484765629,1.0174774315824,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15737,LAREDO FIELD OFFICE,2021,Marijuana,23,612.658708090967,1350.6796410315076,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15738,LAREDO FIELD OFFICE,2021,Methamphetamine,28,1051.0736091085018,2317.217900112785,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15739,LAREDO FIELD OFFICE,2021,Other Drugs**,21,61.10875262237575,134.721578206342,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15740,SAN DIEGO FIELD OFFICE,2021,Cocaine,29,294.6004801067488,649.4821104529406,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15741,SAN DIEGO FIELD OFFICE,2021,Fentanyl,59,208.3039975509725,459.23115908082497,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15742,SAN DIEGO FIELD OFFICE,2021,Heroin,31,73.77022766942459,162.6353193245668,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15743,SAN DIEGO FIELD OFFICE,2021,Marijuana,89,53.85756400497591,118.73546275665,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15744,SAN DIEGO FIELD OFFICE,2021,Methamphetamine,147,6216.184567388399,13704.324820955811,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15745,SAN DIEGO FIELD OFFICE,2021,Other Drugs**,38,412.44324015250027,909.280616105005,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15746,TUCSON FIELD OFFICE,2021,Cocaine,4,24.15002870018416,53.241636273,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15747,TUCSON FIELD OFFICE,2021,Fentanyl,28,158.9843889389573,350.500163542604,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15748,TUCSON FIELD OFFICE,2021,Heroin,3,10.430012395152,22.9942139266,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15749,TUCSON FIELD OFFICE,2021,Marijuana,15,111.40733239781189,245.610833150864,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15750,TUCSON FIELD OFFICE,2021,Methamphetamine,23,857.5007890642348,1890.4633895867933,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15751,TUCSON FIELD OFFICE,2021,Other Drugs**,7,11.55252372915795,25.4689248637762,2021.0,MAY,Office of Field Operations,Southwest Border,Land Only,5.0,2021-05
15752,EL PASO FIELD OFFICE,2021,Marijuana,3,0.010510012490225073,0.0231705837362,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15753,EL PASO FIELD OFFICE,2021,Methamphetamine,1,0.0034000040406056376,0.007495716908,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15754,LAREDO FIELD OFFICE,2021,Marijuana,1,0.005670006738304107,0.0125002102554,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15755,LAREDO FIELD OFFICE,2021,Other Drugs**,2,0.04804005709138079,0.1059100706647999,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15756,SAN DIEGO FIELD OFFICE,2021,Marijuana,1,0.04442005278932424,0.0979293367804,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15757,SAN DIEGO FIELD OFFICE,2021,Methamphetamine,3,11.662493859847775,25.7113672132976,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15758,TUCSON FIELD OFFICE,2021,Cocaine,1,27.22003234861337,60.0098277164,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15759,TUCSON FIELD OFFICE,2021,Fentanyl,1,0.1471001748156145,0.324299987402,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15760,TUCSON FIELD OFFICE,2021,Marijuana,8,0.8811010471110668,1.942492990482,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15761,TUCSON FIELD OFFICE,2021,Methamphetamine,2,0.012490014843283652,0.0275357365238,2021.0,MAY,Office of Field Operations,Southwest Border,Other,5.0,2021-05
15762,MIAMI SECTOR,2021,Cocaine,22,53.154602607252045,117.1857,2021.0,MAY,U.S. Border Patrol,Coastal/Interior,Other,5.0,2021-05
15763,MIAMI SECTOR,2021,Marijuana,7,66.91076013099764,147.5128,2021.0,MAY,U.S. Border Patrol,Coastal/Interior,Other,5.0,2021-05
15764,RAMEY SECTOR,2021,Cocaine,1,209.63612776805076,462.168,2021.0,MAY,U.S. Border Patrol,Coastal/Interior,Other,5.0,2021-05
15765,BLAINE SECTOR,2021,Fentanyl,1,0.3999782275403471,0.8818,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15766,DETROIT SECTOR,2021,Marijuana,3,1.3378722863804193,2.9495,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15767,DETROIT SECTOR,2021,Other Drugs**,2,0.7544610862642995,1.6633,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15768,HOULTON SECTOR,2021,Marijuana,2,0.0,0.0,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15769,HOULTON SECTOR,2021,Methamphetamine,1,9.071858188712795e-05,0.0002,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15770,HOULTON SECTOR,2021,Other Drugs**,1,0.00421841405775145,0.0093,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15771,SWANTON SECTOR,2021,Cocaine,1,0.15594524226397294,0.3438,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15772,SWANTON SECTOR,2021,Marijuana,5,92.4357939236694,203.7858,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
15773,SWANTON SECTOR,2021,Other Drugs**,1,0.39299289673503823,0.8664,2021.0,MAY,U.S. Border Patrol,Northern Border,Land Only,5.0,2021-05
